#step	logL
118966	-193.996
119000	-199.933
119034	-189.921
119068	-197.024
119102	-195.631
119136	-205.706
119170	-195.76
119204	-209.1
119238	-197.125
119272	-191.778
119306	-195.525
119340	-191.399
119374	-200.718
119408	-204.561
119442	-204.448
119476	-199.164
119510	-203.622
119544	-199.955
119578	-208.142
119612	-205.616
119646	-201.625
119680	-199.727
119714	-195.711
119748	-198.929
119782	-194.273
119816	-198.167
119850	-195.32
119884	-196.471
119918	-195.118
119952	-191.115
119986	-205.822
120020	-203.978
120054	-210.221
120088	-202.091
120122	-204.741
120156	-205.058
120190	-202.938
120224	-199.826
120258	-204.841
120292	-206.563
120326	-205.576
120360	-206.439
120394	-207.042
120428	-209.964
120462	-203.929
120496	-206.607
120530	-207.617
120564	-209.396
120598	-205.813
120632	-200.798
120666	-196.172
120700	-199.393
120734	-207.56
120768	-208.425
120802	-204.324
120836	-205.588
120870	-205.047
120904	-200.402
120938	-198.592
120972	-202.469
121006	-201.159
121040	-199.911
121074	-198.27
121108	-198.148
121142	-201.139
121176	-203.994
121210	-204.328
121244	-202.822
121278	-204.514
121312	-203.013
121346	-203.652
121380	-202.987
121414	-200.164
121448	-207.679
121482	-206.176
121516	-205.006
121550	-206.557
121584	-201.003
121618	-202.477
121652	-203.719
121686	-201.168
121720	-202.166
121754	-206.183
121788	-203.136
121822	-201.567
121856	-200.556
121890	-197.138
121924	-196.588
121958	-194.956
121992	-210.243
122026	-201.885
122060	-201.861
122094	-202.823
122128	-203.771
122162	-203.038
122196	-207.384
122230	-198.952
122264	-198.081
122298	-200.204
122332	-192.856
122366	-184.775
122400	-182.205
122434	-191.501
122468	-190.086
122502	-197.263
122536	-203.099
122570	-202.588
122604	-209.452
122638	-198.892
122672	-206.208
122706	-203.43
122740	-197.394
122774	-201.02
122808	-197.578
122842	-199.935
122876	-196.476
122910	-195.847
122944	-194.724
122978	-203.907
123012	-204.02
123046	-200.28
123080	-202.002
123114	-200.67
123148	-197.482
123182	-203.967
123216	-196.895
123250	-196.166
123284	-204.693
123318	-203.364
123352	-196.446
123386	-205.13
123420	-200.265
123454	-200.683
123488	-206.757
123522	-200.153
123556	-204.33
123590	-198.792
123624	-201.28
123658	-194.7
123692	-197.917
123726	-188.066
123760	-201.972
123794	-197.495
123828	-195.684
123862	-197.061
123896	-193.294
123930	-198.278
123964	-208.244
123998	-206.997
124032	-203.602
124066	-199.513
124100	-196.714
124134	-197.586
124168	-201.913
124202	-199.786
124236	-195.811
124270	-192.868
124304	-194.317
124338	-207.737
124372	-196.51
124406	-203.697
124440	-208.965
124474	-209.632
124508	-205.387
124542	-205.881
124576	-200.766
124610	-200.459
124644	-202.364
124678	-197.824
124712	-191.728
124746	-206.34
124780	-211.087
124814	-213.212
124848	-213.336
124882	-206.203
124916	-205.653
124950	-204.969
124984	-203.048
125018	-205.411
125052	-190.229
125086	-183.936
125120	-205.554
125154	-204.344
125188	-192.635
125222	-189.415
125256	-193.769
125290	-197.791
125324	-204.492
125358	-201.817
125392	-209.866
125426	-204.993
125460	-204.324
125494	-207.176
125528	-200.393
125562	-203.268
125596	-193.326
125630	-199.468
125664	-201.776
125698	-199.666
125732	-200.976
125766	-193.153
125800	-196.347
125834	-199.322
125868	-199.786
125902	-200.906
125936	-207.342
125970	-200.088
126004	-207.003
126038	-208.421
126072	-211.269
126106	-209.566
126140	-207.286
126174	-205.366
126208	-210.48
126242	-211.282
126276	-210.318
126310	-195.796
126344	-199.945
126378	-198.991
126412	-203.735
126446	-193.613
126480	-202.569
126514	-200.152
126548	-199.963
126582	-208.247
126616	-207.68
126650	-201.441
126684	-206.331
126718	-197.652
126752	-200.888
126786	-193.833
126820	-184.892
126854	-181.556
126888	-177.621
126922	-199.578
126956	-194.442
126990	-191.831
127024	-197.121
127058	-202.316
127092	-198.82
127126	-204.38
127160	-212.694
127194	-210.281
127228	-214.224
127262	-211.504
127296	-209.255
127330	-209.225
127364	-210.427
127398	-205.155
127432	-201.553
127466	-203.782
127500	-207.899
127534	-199.161
127568	-198.481
127602	-211.384
127636	-211.473
127670	-211.826
127704	-206.98
127738	-195.506
127772	-207.227
127806	-209.027
127840	-210.323
127874	-206.515
127908	-206.617
127942	-207.478
127976	-209.963
128010	-212.127
128044	-215.129
128078	-215.306
128112	-211.44
128146	-207.23
128180	-211.569
128214	-208.702
128248	-209.35
128282	-206.374
128316	-206.82
128350	-202.125
128384	-207.634
128418	-203.578
128452	-204.304
128486	-203.176
128520	-207.513
128554	-207.547
128588	-207.297
128622	-194.138
128656	-192.188
128690	-190.8
128724	-193.038
128758	-192.835
128792	-187.643
128826	-198.16
128860	-204.726
128894	-199.783
128928	-203.716
128962	-209.848
128996	-198.732
129030	-198.625
129064	-197.138
129098	-197.456
129132	-197.636
129166	-204.609
129200	-198.979
129234	-200.999
129268	-213.486
129302	-212.875
129336	-190.209
129370	-195.057
129404	-188.269
129438	-200.911
129472	-195.011
129506	-192.356
129540	-192.546
129574	-198.836
129608	-201.55
129642	-196.053
129676	-204.618
129710	-203.003
129744	-194.824
129778	-199.246
129812	-187.906
129846	-201.55
129880	-198.52
129914	-203.612
129948	-195.75
129982	-194.709
130016	-199.624
130050	-190.915
130084	-198.656
130118	-200.415
130152	-192.485
130186	-192.285
130220	-193.03
130254	-186.821
130288	-177.537
130322	-180.561
130356	-184.103
130390	-187.315
130424	-185.037
130458	-185.449
130492	-175.94
130526	-181.133
130560	-179.976
130594	-179.207
130628	-179.597
130662	-183.004
130696	-183.057
130730	-186.568
130764	-188.646
130798	-190.16
130832	-204.191
130866	-203.957
130900	-190.62
130934	-202.034
130968	-205.28
131002	-204.424
131036	-196.517
131070	-195.062
131104	-199.899
131138	-203.915
131172	-196.574
131206	-206.006
131240	-207.428
131274	-209.896
131308	-208.757
131342	-200.494
131376	-210.002
131410	-205.393
131444	-209.263
131478	-196.218
131512	-200.638
131546	-189.048
131580	-186.407
131614	-212.024
131648	-210.198
131682	-211.634
131716	-208.134
131750	-210.573
131784	-209.329
131818	-213.604
131852	-206.557
131886	-208.273
131920	-195.927
131954	-205.24
131988	-204.632
132022	-195.276
132056	-194.305
132090	-190.307
132124	-196.005
132158	-192.565
132192	-190.989
132226	-182.56
132260	-188.664
132294	-200.294
132328	-203.304
132362	-194.907
132396	-192.48
132430	-207.143
132464	-203.026
132498	-203.883
132532	-207.234
132566	-208.528
132600	-209.521
132634	-204.662
132668	-205.296
132702	-203.959
132736	-208.068
132770	-196.878
132804	-203.968
132838	-207.979
132872	-204.985
132906	-206.013
132940	-208.011
132974	-201.77
133008	-207.733
133042	-210.234
133076	-195.371
133110	-202.863
133144	-199.656
133178	-197.641
133212	-196.627
133246	-194.976
133280	-196.898
133314	-193.818
133348	-193.936
133382	-199.614
133416	-196.281
133450	-195.624
133484	-193.851
133518	-194.676
133552	-195.949
133586	-199.635
133620	-202.53
133654	-202.986
133688	-203.073
133722	-204.09
133756	-209.629
133790	-211.031
133824	-208.975
133858	-201.401
133892	-189.526
133926	-194.334
133960	-198.672
133994	-206.833
134028	-203.312
134062	-189.85
134096	-192.803
134130	-190.353
134164	-187.539
134198	-191.951
134232	-191.776
134266	-190.644
134300	-194.973
134334	-192.291
134368	-192.573
134402	-196.905
134436	-191.334
134470	-202.473
134504	-212.659
134538	-210.082
134572	-212.895
134606	-210.231
134640	-208.657
134674	-197.443
134708	-201.746
134742	-193.704
134776	-204.43
134810	-191.777
134844	-206.159
134878	-199.51
134912	-195.611
134946	-212.897
134980	-207.789
135014	-202.959
135048	-207.527
135082	-210.697
135116	-208.24
135150	-197.478
135184	-192.723
135218	-194.414
135252	-192.737
135286	-196.272
135320	-193.631
135354	-189.562
135388	-188.516
135422	-197.52
135456	-199.142
135490	-191.578
135524	-194.345
135558	-203.662
135592	-208.904
135626	-206.059
135660	-206.814
135694	-204.986
135728	-206.258
135762	-209.672
135796	-203.024
135830	-211.411
135864	-209.068
135898	-207.538
135932	-208.746
135966	-212.176
136000	-205.227
136034	-205.118
136068	-195.214
136102	-206.255
136136	-196.723
136170	-197.876
136204	-197.313
136238	-204.372
136272	-206.326
136306	-210.549
136340	-210.796
136374	-208.541
136408	-190.272
136442	-198.462
136476	-204.874
136510	-191.686
136544	-197.606
136578	-203.975
136612	-189.194
136646	-197.192
136680	-182.632
136714	-180.107
136748	-186.104
136782	-181.958
136816	-192.116
136850	-190.42
136884	-193.317
136918	-190.127
136952	-195.3
136986	-193.678
137020	-194.678
137054	-196.33
137088	-204.871
137122	-195.049
137156	-176.87
137190	-175.236
137224	-183.847
137258	-188.396
137292	-202.889
137326	-193.018
137360	-194.07
137394	-195.039
137428	-200.152
137462	-207.02
137496	-206.569
137530	-205.14
137564	-204.446
137598	-212.929
137632	-213.65
137666	-211.793
137700	-202.077
137734	-204.15
137768	-198.806
137802	-202.502
137836	-205.288
137870	-206.846
137904	-204.478
137938	-188.543
137972	-194
138006	-191.222
138040	-194.17
138074	-197.353
138108	-194.195
138142	-191.238
138176	-188.969
138210	-202.027
138244	-200.453
138278	-198.903
138312	-200.544
138346	-200.573
138380	-207.038
138414	-209.585
138448	-205.96
138482	-206.063
138516	-203.31
138550	-203.792
138584	-208.044
138618	-208.55
138652	-213.699
138686	-209.502
138720	-215.573
138754	-205.139
138788	-207.81
138822	-208.694
138856	-210.891
138890	-212.921
138924	-211.534
138958	-212.845
138992	-206.555
139026	-206.331
139060	-195.847
139094	-203.543
139128	-192.671
139162	-183.361
139196	-187.629
139230	-188.218
139264	-196.197
139298	-208.365
139332	-202.666
139366	-194.561
139400	-196.24
139434	-197.214
139468	-204.544
139502	-209.56
139536	-200.888
139570	-209.359
139604	-208.23
139638	-205.201
139672	-208.007
139706	-205.461
139740	-207.531
139774	-213.39
139808	-209.056
139842	-208.865
139876	-212.144
139910	-208.251
139944	-206.667
139978	-206.94
140012	-208.819
140046	-212.294
140080	-212.748
140114	-209.605
140148	-206.138
140182	-208.633
140216	-205.342
140250	-209.157
140284	-210.024
140318	-200.298
140352	-203.186
140386	-199.318
140420	-197.84
140454	-191.026
140488	-188.965
140522	-189.899
140556	-198.037
140590	-200.116
140624	-200.228
140658	-193.797
140692	-192.776
140726	-196.293
140760	-203.301
140794	-194.495
140828	-200.353
140862	-190.319
140896	-201.078
140930	-205.214
140964	-204.098
140998	-206.936
141032	-198.677
141066	-202.251
141100	-209.34
141134	-204.044
141168	-199.694
141202	-206.115
141236	-198.043
141270	-201.568
141304	-195.923
141338	-193.106
141372	-191.664
141406	-190.992
141440	-186.019
141474	-198.489
141508	-190.255
141542	-198.347
141576	-185.499
141610	-181.106
141644	-184.923
141678	-184.554
141712	-195.163
141746	-190.607
141780	-182.384
141814	-177.181
141848	-171.427
141882	-197.316
141916	-203.84
141950	-196.848
141984	-199.316
142018	-197.136
142052	-199.14
142086	-202.6
142120	-202.35
142154	-202.092
142188	-204.634
142222	-200.939
142256	-193.844
142290	-196.728
142324	-200.668
142358	-207.954
142392	-202.471
142426	-196.543
142460	-197.179
142494	-192.242
142528	-193.34
142562	-196.743
142596	-202.88
142630	-195.242
142664	-196.661
142698	-200.59
142732	-200.115
142766	-195.349
142800	-193.503
142834	-192.532
142868	-206.345
142902	-204.238
142936	-200.425
142970	-197.13
143004	-200.246
143038	-192.179
143072	-197.119
143106	-197.988
143140	-203.167
143174	-205.632
143208	-203.336
143242	-197.073
143276	-196.413
143310	-192.031
143344	-194.444
143378	-198.789
143412	-199.609
143446	-195.682
143480	-199.077
143514	-202.135
143548	-198.899
143582	-201.447
143616	-207.743
143650	-199.229
143684	-202.104
143718	-196.601
143752	-199.27
143786	-199.708
143820	-202.344
143854	-200.001
143888	-197.905
143922	-201.551
143956	-196.924
143990	-192.808
144024	-195.922
144058	-194.814
144092	-198.657
144126	-198.51
144160	-200.1
144194	-202.379
144228	-204.259
144262	-209.15
144296	-188.93
144330	-180.643
144364	-191.157
144398	-184.204
144432	-199.02
144466	-200.051
144500	-202.351
144534	-196.884
144568	-199.043
144602	-197.346
144636	-200.106
144670	-193.799
144704	-185.382
144738	-188.027
144772	-173.113
144806	-197.548
144840	-198.919
144874	-192.915
144908	-192.942
144942	-191.227
144976	-190.532
145010	-196.423
145044	-198.251
145078	-199.33
145112	-192.438
145146	-201.885
145180	-201.899
145214	-195.767
145248	-202.522
145282	-202.443
145316	-202.158
145350	-207.365
145384	-205.182
145418	-204.927
145452	-207.165
145486	-211.414
145520	-214.096
145554	-214.109
145588	-216.164
145622	-208.544
145656	-206.803
145690	-206.068
145724	-209.095
145758	-199.407
145792	-191.211
145826	-185.412
145860	-194.412
145894	-188.944
145928	-183.688
145962	-188.577
145996	-194.381
146030	-191.566
146064	-185.122
146098	-183.669
146132	-182.596
146166	-173.25
146200	-168.786
146234	-173.955
146268	-183.483
146302	-176.817
146336	-178.505
146370	-178.049
146404	-189.543
146438	-199.117
146472	-196.496
146506	-192.619
146540	-203.288
146574	-196.876
146608	-202.035
146642	-207.432
146676	-208.794
146710	-210.186
146744	-208.171
146778	-207.661
146812	-198.058
146846	-203.76
146880	-201.866
146914	-200.599
146948	-197.667
146982	-202.333
147016	-205.955
147050	-205.358
147084	-205.603
147118	-202.478
147152	-203.68
147186	-205.407
147220	-205.257
147254	-205.059
147288	-208.537
147322	-197.807
147356	-195.16
147390	-195.915
147424	-203.989
147458	-207.015
147492	-207.264
147526	-205.482
147560	-205.029
147594	-201.501
147628	-208.513
147662	-197.644
147696	-202.734
147730	-198.491
147764	-205.219
147798	-206.1
147832	-207.679
147866	-208.77
147900	-205.885
147934	-198.507
147968	-200.674
148002	-202.671
148036	-209.341
148070	-206.836
148104	-210.217
148138	-199.095
148172	-204.236
148206	-212.161
148240	-213.932
148274	-204.332
148308	-200.018
148342	-195.94
148376	-192.099
148410	-197.836
148444	-202.369
148478	-201.291
148512	-200.023
148546	-202.556
148580	-197.158
148614	-191.669
148648	-192.173
148682	-192.327
148716	-187.553
148750	-185.885
148784	-190.869
148818	-187.693
148852	-190.579
148886	-189.779
148920	-193.903
148954	-194.329
148988	-198.303
149022	-193.625
149056	-199.755
149090	-195.014
149124	-189.518
149158	-197.202
149192	-197.089
149226	-204.23
149260	-194.345
149294	-204.237
149328	-205.77
149362	-201.919
149396	-200.458
149430	-200.215
149464	-198.508
149498	-199.008
149532	-198.91
149566	-201.419
149600	-209.393
149634	-196.975
149668	-206.965
149702	-209.495
149736	-205.311
149770	-203.169
149804	-201.675
149838	-208.059
149872	-197.359
149906	-201.487
149940	-203.902
149974	-206.125
150008	-202.704
150042	-204.203
150076	-204.035
150110	-201.233
150144	-205.029
150178	-196.858
150212	-195.041
150246	-197.862
150280	-195.82
150314	-202.36
150348	-202.792
150382	-205.635
150416	-198.884
150450	-198.686
150484	-205.448
150518	-201.764
150552	-202.986
150586	-204.872
150620	-207.998
150654	-204.202
150688	-197.73
150722	-195.671
150756	-185.339
150790	-202.593
150824	-191.219
150858	-195.54
150892	-196.36
150926	-193.105
150960	-195.582
150994	-189.762
151028	-192.382
151062	-208.197
151096	-206.766
151130	-200.147
151164	-192.905
151198	-192.098
151232	-190.037
151266	-200.286
151300	-205.176
151334	-204.141
151368	-208.272
151402	-206.106
151436	-206.445
151470	-204.729
151504	-209.063
151538	-203.009
151572	-201.624
151606	-207.082
151640	-204.519
151674	-205.175
151708	-205.545
151742	-205.881
151776	-198.204
151810	-194.406
151844	-200.416
151878	-203.734
151912	-199.849
151946	-203.999
151980	-195.576
152014	-194.746
152048	-184.013
152082	-194.51
152116	-199.224
152150	-208.823
152184	-207.996
152218	-209.282
152252	-203.006
152286	-198.667
152320	-210.564
152354	-208.336
152388	-207.146
152422	-209.234
152456	-206.049
152490	-207.523
152524	-209.537
152558	-204.157
152592	-207.161
152626	-208.987
152660	-202.607
152694	-207.392
152728	-202.761
152762	-201.37
152796	-205.753
152830	-200.569
152864	-207.041
152898	-208.489
152932	-206.984
152966	-208.654
153000	-205.629
153034	-208.091
153068	-206.463
153102	-214.252
153136	-214.556
153170	-210.085
153204	-206.117
153238	-203.281
153272	-202.353
153306	-205.319
153340	-205.133
153374	-204.147
153408	-199.526
153442	-194.462
153476	-205.94
153510	-197.651
153544	-196.518
153578	-198.826
153612	-195.587
153646	-191.386
153680	-203.197
153714	-206.642
153748	-202.946
153782	-205.1
153816	-206.416
153850	-204.628
153884	-211.122
153918	-202.709
153952	-203.529
153986	-198.135
154020	-191.655
154054	-205.766
154088	-200.524
154122	-199.371
154156	-204.067
154190	-197.531
154224	-194.232
154258	-197.018
154292	-201.064
154326	-196.12
154360	-188.287
154394	-198.093
154428	-198.792
154462	-200.515
154496	-192.506
154530	-196.421
154564	-204.82
154598	-206.482
154632	-210.195
154666	-206.129
154700	-209.722
154734	-214.257
154768	-211.42
154802	-207.217
154836	-213.192
154870	-204.12
154904	-199.65
154938	-201.632
154972	-203.939
155006	-206.06
155040	-209.955
155074	-210.359
155108	-208.117
155142	-205.835
155176	-213.091
155210	-213.607
155244	-209.04
155278	-203.992
155312	-209.261
155346	-203.305
155380	-203.252
155414	-205.919
155448	-210.414
155482	-210.389
155516	-209.932
155550	-208.49
155584	-197.968
155618	-204.904
155652	-203.707
155686	-206.178
155720	-206.535
155754	-201.824
155788	-195.162
155822	-200.225
155856	-205.819
155890	-209.767
155924	-198.925
155958	-203.208
155992	-205.276
156026	-206.613
156060	-204.51
156094	-204.646
156128	-205.69
156162	-202.79
156196	-207.654
156230	-208.345
156264	-213.299
156298	-212.866
156332	-209.595
156366	-211.413
156400	-204.759
156434	-201.098
156468	-203.908
156502	-199.048
156536	-201.121
156570	-195.731
156604	-199.229
156638	-200.656
156672	-198.872
156706	-198.771
156740	-199.513
156774	-199.88
156808	-202.645
156842	-200.424
156876	-202.192
156910	-211.414
156944	-203.819
156978	-203.264
157012	-191.296
157046	-202.689
157080	-199.905
157114	-204.973
157148	-206.467
157182	-208.79
157216	-205.436
157250	-207.957
157284	-205.817
157318	-206.469
157352	-201.218
157386	-204.59
157420	-199.74
157454	-203.09
157488	-196.032
157522	-194.747
157556	-199.934
157590	-208.572
157624	-205.216
157658	-208.42
157692	-208.048
157726	-207.715
157760	-210.735
157794	-209.718
157828	-209.638
157862	-200.821
157896	-196.889
157930	-189.066
157964	-194.445
157998	-180.702
158032	-185.519
158066	-185.55
158100	-188.189
158134	-188.101
158168	-190.662
158202	-173.917
158236	-177.546
158270	-181.121
158304	-186.908
158338	-183.175
158372	-183.153
158406	-191.46
158440	-189.586
158474	-190.282
158508	-193.836
158542	-190.808
158576	-189.912
158610	-178.627
158644	-181.143
158678	-207.318
158712	-206.041
158746	-195.462
158780	-196.535
158814	-203.075
158848	-212.471
158882	-211.144
158916	-210.78
158950	-208.41
158984	-203.911
159018	-207.1
159052	-206.396
159086	-200.173
159120	-199.971
159154	-205.714
159188	-203.104
159222	-200.283
159256	-198.569
159290	-190.28
159324	-201.313
159358	-196.099
159392	-200.828
159426	-201.621
159460	-201.908
159494	-189.901
159528	-189.456
159562	-194.568
159596	-192.347
159630	-195.487
159664	-195.338
159698	-200.376
159732	-202.651
159766	-204.632
159800	-203.497
159834	-203.823
159868	-206.888
159902	-210.508
159936	-205.56
159970	-202.706
160004	-201.224
160038	-204.138
160072	-203.007
160106	-210.77
160140	-204.138
160174	-201.786
160208	-205.412
160242	-202.034
160276	-203.347
160310	-201.602
160344	-201.341
160378	-199.676
160412	-196.075
160446	-197.041
160480	-196.588
160514	-196.201
160548	-202.226
160582	-205.304
160616	-206.918
160650	-204.051
160684	-206.007
160718	-205.953
160752	-208.117
160786	-200.977
160820	-207.34
160854	-206.434
160888	-204.311
160922	-199.908
160956	-201.951
160990	-205.35
161024	-198.073
161058	-204.942
161092	-212.445
161126	-209.153
161160	-207.004
161194	-210.789
161228	-209.905
161262	-210.286
161296	-210.316
161330	-213.089
161364	-205.017
161398	-202.007
161432	-210.568
161466	-206.524
161500	-200.554
161534	-203.876
161568	-208.016
161602	-207.021
161636	-206.367
161670	-209.797
161704	-205.73
161738	-204.723
161772	-207.384
161806	-208.739
161840	-206.774
161874	-205.576
161908	-205.366
161942	-208.095
161976	-202.798
162010	-201.792
162044	-197.722
162078	-198.882
162112	-193.232
162146	-188.491
162180	-196.4
162214	-200.869
162248	-198.485
162282	-203.303
162316	-198.527
162350	-210.336
162384	-194.477
162418	-182.943
162452	-199.019
162486	-196.271
162520	-201.323
162554	-201.249
162588	-203.652
162622	-200.907
162656	-210.861
162690	-200.576
162724	-202.723
162758	-205.669
162792	-198.423
162826	-199.082
162860	-205.408
162894	-209.585
162928	-204.301
162962	-194.49
162996	-192.447
163030	-178.749
163064	-181.051
163098	-185.807
163132	-180.423
163166	-189.177
163200	-184.479
163234	-198.034
163268	-188.11
163302	-193.161
163336	-188.411
163370	-187.024
163404	-189.51
163438	-195.517
163472	-187.758
163506	-186.241
163540	-183.688
163574	-183.964
163608	-192.76
163642	-192.685
163676	-191.004
163710	-204.075
163744	-208.569
163778	-204.382
163812	-207.219
163846	-201.049
163880	-203.357
163914	-200.457
163948	-190.37
163982	-199.56
164016	-202.108
164050	-202.731
164084	-200.925
164118	-204.636
164152	-206.704
164186	-202.26
164220	-197.582
164254	-194.417
164288	-201.491
164322	-202.681
164356	-202.22
164390	-210.48
164424	-212.945
164458	-205.69
164492	-195.95
164526	-197.168
164560	-180.913
164594	-187.36
164628	-184.106
164662	-181.382
164696	-199.278
164730	-191.301
164764	-189.418
164798	-197.998
164832	-202.826
164866	-203.111
164900	-199.295
164934	-196.457
164968	-197.285
165002	-194.167
165036	-199.772
165070	-197.704
165104	-203.079
165138	-201.153
165172	-197.354
165206	-196.108
165240	-200.375
165274	-198.999
165308	-203.278
165342	-201.977
165376	-195.288
165410	-190.914
165444	-192.177
165478	-192.631
165512	-204.348
165546	-197.286
165580	-206.747
165614	-200.009
165648	-191.003
165682	-200.648
165716	-193.03
165750	-203.198
165784	-203.893
165818	-205.025
165852	-207.33
165886	-208.204
165920	-206.806
165954	-207.773
165988	-209.872
166022	-208.626
166056	-210.334
166090	-209.753
166124	-210.332
166158	-210.728
166192	-209.497
166226	-210.292
166260	-206.194
166294	-205.5
166328	-204.575
166362	-205.521
166396	-198.558
166430	-198.694
166464	-190.534
166498	-196.856
166532	-205.539
166566	-202.942
166600	-203.464
166634	-201.459
166668	-200.156
166702	-200.045
166736	-200.215
166770	-194.335
166804	-192.847
166838	-200.078
166872	-203.219
166906	-194.487
166940	-205.638
166974	-202.752
167008	-195.294
167042	-187.532
167076	-186.197
167110	-197.209
167144	-183.642
167178	-188.221
167212	-183.632
167246	-189.827
167280	-191.351
167314	-192.418
167348	-185.739
167382	-195.686
167416	-210.89
167450	-205.905
167484	-207.971
167518	-208.645
167552	-208.251
167586	-210.777
167620	-207.432
167654	-210.515
167688	-207.966
167722	-209.729
167756	-206.011
167790	-199.351
167824	-200.753
167858	-201.888
167892	-194.243
167926	-188.998
167960	-191.928
167994	-195.445
168028	-191.683
168062	-195.91
168096	-191.024
168130	-191.847
168164	-195.159
168198	-193.032
168232	-185.898
168266	-181.559
168300	-207.158
168334	-206.458
168368	-209.63
168402	-206.346
168436	-207.013
168470	-207.659
168504	-207.621
168538	-207.706
168572	-210.624
168606	-207.132
168640	-210.889
168674	-211.342
168708	-204.49
168742	-212.259
168776	-211.985
168810	-209.073
168844	-207.697
168878	-207.048
168912	-208.017
168946	-208.705
168980	-205.267
169014	-209.072
169048	-209.398
169082	-209.455
169116	-205.327
169150	-207.011
169184	-204.336
169218	-206.062
169252	-204.942
169286	-198.686
169320	-202.563
169354	-186.76
169388	-209.57
169422	-206.043
169456	-195.922
169490	-206.255
169524	-209.035
169558	-199.495
169592	-189.724
169626	-192.058
169660	-196.546
169694	-196.88
169728	-188.094
169762	-196.677
169796	-203.161
169830	-202.79
169864	-205.951
169898	-198.852
169932	-202.856
169966	-195.466
170000	-205.406
170034	-195.179
170068	-192.95
170102	-196.803
170136	-196.638
170170	-200.703
170204	-202.464
170238	-198.804
170272	-198.973
170306	-201.126
170340	-205.655
170374	-209.623
170408	-200.009
170442	-197.439
170476	-193.738
170510	-194.423
170544	-196.659
170578	-208.938
170612	-208.454
170646	-204.536
170680	-198.136
170714	-190.205
170748	-195.13
170782	-192.832
170816	-188.476
170850	-195.723
170884	-189.14
170918	-195.678
170952	-196.466
170986	-200.174
171020	-201.266
171054	-199.319
171088	-202.88
171122	-201.365
171156	-205.644
171190	-209.06
171224	-205.45
171258	-205.417
171292	-203.3
171326	-201.552
171360	-202.008
171394	-204.725
171428	-198.305
171462	-206.439
171496	-197.471
171530	-194.617
171564	-188.753
171598	-193.421
171632	-202.011
171666	-188.922
171700	-192.585
171734	-196.039
171768	-199.9
171802	-196.904
171836	-202.927
171870	-200.758
171904	-192.873
171938	-195.545
171972	-192.175
172006	-203.118
172040	-199.524
172074	-198.294
172108	-191.529
172142	-203.374
172176	-206.803
172210	-207.748
172244	-200.663
172278	-187.302
172312	-189.078
172346	-194.671
172380	-204.686
172414	-204.394
172448	-202.001
172482	-201.683
172516	-187.749
172550	-178.732
172584	-179.415
172618	-176.317
172652	-188.185
172686	-183.441
172720	-192.379
172754	-184.946
172788	-198.155
172822	-186.084
172856	-193.215
172890	-189.474
172924	-194.103
172958	-190.018
172992	-190.975
173026	-195.815
173060	-193.874
173094	-190.637
173128	-191.796
173162	-197.065
173196	-191.61
173230	-189.641
173264	-185.006
173298	-190.684
173332	-204.758
173366	-204.045
173400	-191.354
173434	-195.951
173468	-189.341
173502	-191.99
173536	-192.367
173570	-197.097
173604	-207.04
173638	-207.361
173672	-201.047
173706	-194.086
173740	-197.44
173774	-196.256
173808	-191.551
173842	-196.721
173876	-207.64
173910	-200.293
173944	-209.419
173978	-203.652
174012	-207.004
174046	-202.362
174080	-197.116
174114	-206.838
174148	-212.359
174182	-203.595
174216	-208.166
174250	-209.248
174284	-212.605
174318	-211.324
174352	-207.648
174386	-206.195
174420	-208.994
174454	-210.983
174488	-209.262
174522	-206.038
174556	-206.189
174590	-209.012
174624	-206.103
174658	-205.495
174692	-210.993
174726	-200.166
174760	-205.189
174794	-205.296
174828	-209.327
174862	-213.655
174896	-208.533
174930	-207.77
174964	-209.951
174998	-208.051
175032	-211.009
175066	-205.388
175100	-204.806
175134	-209.18
175168	-213.622
175202	-209.325
175236	-211.144
175270	-212.816
175304	-213.826
175338	-214.868
175372	-210.518
175406	-212.528
175440	-210.271
175474	-204.344
175508	-189.074
175542	-195.038
175576	-208.432
175610	-200.817
175644	-201.941
175678	-199.137
175712	-209.237
175746	-209.624
175780	-200.996
175814	-203.407
175848	-203.992
175882	-196.857
175916	-193.607
175950	-198.157
175984	-188.975
176018	-186.843
176052	-185.694
176086	-192.508
176120	-187.375
176154	-195.191
176188	-192.314
176222	-199.224
176256	-202.629
176290	-207.663
176324	-206.911
176358	-205.088
176392	-204.807
176426	-210.768
176460	-210.4
176494	-210.447
176528	-208.353
176562	-211.352
176596	-214.74
176630	-206.642
176664	-214.545
176698	-205.05
176732	-206.403
176766	-205.322
176800	-205.96
176834	-206.559
176868	-209.445
176902	-207.622
176936	-207.132
176970	-199.007
177004	-198.655
177038	-203.447
177072	-197.543
177106	-198.897
177140	-192.794
177174	-196.331
177208	-204.491
177242	-207.107
177276	-206.107
177310	-207.687
177344	-204.961
177378	-200.322
177412	-206.358
177446	-200.59
177480	-200.503
177514	-202.868
177548	-195.496
177582	-203.09
177616	-197.333
177650	-194.016
177684	-204.391
177718	-192.846
177752	-210.636
177786	-203.96
177820	-200.263
177854	-203.273
177888	-202.278
177922	-205.363
177956	-205.529
177990	-202.671
178024	-199.428
178058	-197.343
178092	-203.852
178126	-204.384
178160	-203.947
178194	-209.248
178228	-201.623
178262	-200.141
178296	-205.662
178330	-200.183
178364	-205.689
178398	-198.607
