#step	logL
59500	-206.029
59534	-195.143
59568	-202.207
59602	-202.315
59636	-203.235
59670	-205.643
59704	-206.482
59738	-205.857
59772	-202.459
59806	-205.064
59840	-206.657
59874	-206.739
59908	-203.3
59942	-192.822
59976	-206.547
60010	-202.693
60044	-204.669
60078	-201.054
60112	-199.855
60146	-200.74
60180	-202.614
60214	-207.701
60248	-205.044
60282	-204.8
60316	-203.74
60350	-203.026
60384	-201.428
60418	-199.796
60452	-204.181
60486	-211.605
60520	-209.441
60554	-204.29
60588	-208.859
60622	-205.113
60656	-205.324
60690	-205.148
60724	-202.192
60758	-205.924
60792	-200.221
60826	-203.311
60860	-202.95
60894	-199.308
60928	-193.864
60962	-179.879
60996	-176.146
61030	-178.285
61064	-181.535
61098	-188.548
61132	-184.311
61166	-194.257
61200	-196.923
61234	-200.338
61268	-202.294
61302	-202.876
61336	-195.224
61370	-197.91
61404	-206.247
61438	-205.661
61472	-196.262
61506	-190.943
61540	-185.523
61574	-195.939
61608	-177.708
61642	-178.118
61676	-178.854
61710	-181.217
61744	-183.975
61778	-176.79
61812	-194.6
61846	-181.482
61880	-186.185
61914	-189.897
61948	-192.054
61982	-187.666
62016	-199.622
62050	-203.481
62084	-203.076
62118	-202.679
62152	-207.544
62186	-205.265
62220	-203.748
62254	-205.257
62288	-205.134
62322	-205.068
62356	-198.4
62390	-205.214
62424	-209.964
62458	-208.053
62492	-199.628
62526	-201.67
62560	-195.53
62594	-193.117
62628	-193.627
62662	-196.654
62696	-198.832
62730	-199.709
62764	-200.682
62798	-206.265
62832	-205.026
62866	-202.825
62900	-201.678
62934	-205.022
62968	-196.49
63002	-192.065
63036	-202.882
63070	-201.374
63104	-196.795
63138	-202.746
63172	-204.644
63206	-199.484
63240	-199.121
63274	-208.994
63308	-208.288
63342	-209.914
63376	-209.374
63410	-212.002
63444	-212.616
63478	-212.05
63512	-208.846
63546	-205.838
63580	-206.64
63614	-209.502
63648	-207.39
63682	-207.329
63716	-215.461
63750	-209.154
63784	-209.587
63818	-211.403
63852	-208.806
63886	-206.158
63920	-204.326
63954	-209.707
63988	-209.332
64022	-197.469
64056	-204.308
64090	-203.381
64124	-200.63
64158	-194.36
64192	-191.362
64226	-190.637
64260	-197.386
64294	-203.801
64328	-197.966
64362	-203.383
64396	-206.068
64430	-201.337
64464	-201.723
64498	-184.824
64532	-200.285
64566	-195.037
64600	-209.441
64634	-198.883
64668	-199.283
64702	-196.604
64736	-198.21
64770	-199.849
64804	-198.072
64838	-190.008
64872	-190.723
64906	-188.487
64940	-189.553
64974	-195.211
65008	-177.403
65042	-173.045
65076	-196.424
65110	-191.071
65144	-180.54
65178	-184.01
65212	-187.152
65246	-176.889
65280	-176.693
65314	-181.966
65348	-183.389
65382	-180.93
65416	-196.313
65450	-198.122
65484	-200.489
65518	-192.335
65552	-194.139
65586	-191.051
65620	-200.727
65654	-189.234
65688	-185.469
65722	-192.811
65756	-188.81
65790	-196.746
65824	-194.898
65858	-197.367
65892	-203.298
65926	-204.02
65960	-196.376
65994	-198.6
66028	-197.266
66062	-205.471
66096	-207.876
66130	-206.27
66164	-210.322
66198	-205.448
66232	-201.266
66266	-203.123
66300	-201.986
66334	-206.113
66368	-209.381
66402	-211.038
66436	-213.737
66470	-213.888
66504	-212.04
66538	-199.51
66572	-198.841
66606	-203.887
66640	-206.105
66674	-202.747
66708	-200.254
66742	-209.66
66776	-203.077
66810	-209.508
66844	-205.318
66878	-204.572
66912	-196.971
66946	-198.099
66980	-190.649
67014	-195.579
67048	-200.118
67082	-196.61
67116	-209.243
67150	-199.708
67184	-207.965
67218	-207.316
67252	-204.868
67286	-208.047
67320	-207.513
67354	-203.392
67388	-200.059
67422	-200.231
67456	-208.676
67490	-206.856
67524	-200.933
67558	-208.514
67592	-208.752
67626	-200.564
67660	-197.745
67694	-190.034
67728	-189.421
67762	-190.029
67796	-192.309
67830	-200.525
67864	-202.711
67898	-200.091
67932	-200.081
67966	-206.33
68000	-205.334
68034	-203.236
68068	-197.953
68102	-201.56
68136	-205.426
68170	-202.838
68204	-204.049
68238	-201.155
68272	-198.626
68306	-202.197
68340	-192.132
68374	-192.321
68408	-201.935
68442	-202.587
68476	-197.683
68510	-199.889
68544	-200.579
68578	-197.976
68612	-193.371
68646	-195.668
68680	-197.707
68714	-196.386
68748	-197.68
68782	-199.936
68816	-195.723
68850	-189.03
68884	-194.743
68918	-194.54
68952	-198.815
68986	-199.723
69020	-203.726
69054	-212.719
69088	-214.88
69122	-206.838
69156	-210.746
69190	-210.845
69224	-194.065
69258	-193.702
69292	-193.429
69326	-187.929
69360	-191.339
69394	-192.743
69428	-187.531
69462	-199.602
69496	-189.202
69530	-187.387
69564	-182.517
69598	-191.745
69632	-199.708
69666	-198.369
69700	-187.737
69734	-199.977
69768	-209.009
69802	-200.914
69836	-207.438
69870	-201.281
69904	-200.327
69938	-210.415
69972	-211.336
70006	-210.251
70040	-208.496
70074	-205.65
70108	-204.111
70142	-205.203
70176	-199.806
70210	-203.299
70244	-198.018
70278	-206.597
70312	-204.924
70346	-208.689
70380	-209.124
70414	-207.84
70448	-205.214
70482	-201.383
70516	-202.368
70550	-203.723
70584	-204.712
70618	-198.205
70652	-195.337
70686	-202.65
70720	-199.633
70754	-201.968
70788	-202.985
70822	-205.294
70856	-203.2
70890	-203.03
70924	-197.574
70958	-203.444
70992	-200.905
71026	-209.18
71060	-203.641
71094	-210.241
71128	-207.395
71162	-197.004
71196	-193.834
71230	-195.045
71264	-185.034
71298	-173.03
71332	-174.319
71366	-174.633
71400	-174.391
71434	-186.176
71468	-202.049
71502	-198.277
71536	-199.023
71570	-198.007
71604	-198.922
71638	-194.853
71672	-207.021
71706	-197.523
71740	-201.492
71774	-204.721
71808	-204.265
71842	-200.492
71876	-200.52
71910	-199.005
71944	-204.426
71978	-205.137
72012	-205.73
72046	-208.741
72080	-203.809
72114	-204.713
72148	-204.313
72182	-200.872
72216	-198.895
72250	-199.048
72284	-198.94
72318	-200.286
72352	-202.924
72386	-199.465
72420	-204.055
72454	-204.935
72488	-199.693
72522	-200.508
72556	-205.659
72590	-204.805
72624	-204.587
72658	-198.965
72692	-188.528
72726	-189.072
72760	-188.393
72794	-189.09
72828	-197.48
72862	-202.121
72896	-198.747
72930	-190.031
72964	-206.28
72998	-199.85
73032	-204.056
73066	-201.428
73100	-202.242
73134	-200.187
73168	-197.895
73202	-187.77
73236	-186.691
73270	-198.914
73304	-193.705
73338	-184.647
73372	-184.634
73406	-190.979
73440	-195.486
73474	-194.697
73508	-188.44
73542	-189.733
73576	-194.257
73610	-189.146
73644	-195.32
73678	-205.174
73712	-195.175
73746	-193.477
73780	-200.621
73814	-193.39
73848	-194.318
73882	-193.969
73916	-191.83
73950	-199.445
73984	-202.934
74018	-211.018
74052	-208.039
74086	-202.801
74120	-207.967
74154	-213.756
74188	-209.064
74222	-208.423
74256	-200.983
74290	-196.739
74324	-199.697
74358	-193.612
74392	-182.281
74426	-181.61
74460	-199.161
74494	-211.037
74528	-198.65
74562	-201.919
74596	-202.777
74630	-200.929
74664	-202.394
74698	-202.112
74732	-204.938
74766	-206.435
74800	-205.808
74834	-201.786
74868	-207.264
74902	-209.469
74936	-210.662
74970	-209.593
75004	-207.24
75038	-198.641
75072	-197.588
75106	-204.928
75140	-200.217
75174	-204.949
75208	-210.462
75242	-208.179
75276	-204.906
75310	-205.491
75344	-204.242
75378	-202.952
75412	-198.998
75446	-205.966
75480	-207.41
75514	-201.31
75548	-209.892
75582	-211.038
75616	-204.978
75650	-201.872
75684	-206.934
75718	-207.435
75752	-205.67
75786	-204.195
75820	-193.652
75854	-190.298
75888	-197.725
75922	-205.242
75956	-206.579
75990	-195.513
76024	-196.959
76058	-191.516
76092	-188.649
76126	-192.311
76160	-191.483
76194	-202.668
76228	-202.578
76262	-202.293
76296	-196.875
76330	-193.405
76364	-199.841
76398	-199.401
76432	-195.286
76466	-187.659
76500	-188.571
76534	-193.893
76568	-194.311
76602	-192.631
76636	-185.486
76670	-193.612
76704	-198.208
76738	-194.91
76772	-202.937
76806	-196.033
76840	-202.771
76874	-201.746
76908	-203.326
76942	-199.952
76976	-203.18
77010	-201.093
77044	-193.063
77078	-195.674
77112	-203.886
77146	-200.951
77180	-196.118
77214	-195.778
77248	-197.299
77282	-199.822
77316	-206.175
77350	-206.974
77384	-197.432
77418	-189.774
77452	-198.96
77486	-194.084
77520	-193.028
77554	-195.585
77588	-198.951
77622	-193.517
77656	-197.298
77690	-202.218
77724	-204.154
77758	-197.886
77792	-201.847
77826	-208.37
77860	-197.841
77894	-198.785
77928	-200.748
77962	-185.783
77996	-198.668
78030	-198.116
78064	-205.173
78098	-203.756
78132	-199.909
78166	-199.075
78200	-208.541
78234	-200.923
78268	-206.436
78302	-205.614
78336	-208.333
78370	-209.788
78404	-211.285
78438	-211.448
78472	-210.611
78506	-215.839
78540	-214.087
78574	-207.729
78608	-210.287
78642	-212.007
78676	-209.468
78710	-208.037
78744	-207.755
78778	-208.795
78812	-210.58
78846	-207.847
78880	-209.272
78914	-211.369
78948	-206.706
78982	-212.06
79016	-206.636
79050	-208.543
79084	-208.378
79118	-209.261
79152	-200.488
79186	-201.029
79220	-204.503
79254	-207.592
79288	-212.615
79322	-204.108
79356	-209.705
79390	-196.263
79424	-206.758
79458	-208.288
79492	-203.935
79526	-193.886
79560	-198.89
79594	-193.686
79628	-195.714
79662	-210.022
79696	-201.39
79730	-194.592
79764	-203.501
79798	-194.585
79832	-200.12
79866	-202.27
79900	-206.86
79934	-206.229
79968	-205.976
80002	-205.335
80036	-205.447
80070	-205.141
80104	-202.827
80138	-199.701
80172	-201.036
80206	-211.197
80240	-218.249
80274	-216.132
80308	-211.656
80342	-207.423
80376	-203.55
80410	-203.631
80444	-195.692
80478	-192.039
80512	-197.992
80546	-205.605
80580	-199.586
80614	-205.987
80648	-202.12
80682	-205.694
80716	-207.382
80750	-203.949
80784	-207.737
80818	-206.639
80852	-193.325
80886	-203.065
80920	-195.79
80954	-190.092
80988	-201.974
81022	-200.374
81056	-189.516
81090	-192.145
81124	-191.376
81158	-194.837
81192	-196.616
81226	-203.695
81260	-191.463
81294	-194.224
81328	-191.011
81362	-191.971
81396	-196.159
81430	-194.943
81464	-199.492
81498	-205.541
81532	-202.722
81566	-201.913
81600	-199.8
81634	-193.038
81668	-190.509
81702	-198.467
81736	-190.96
81770	-190.048
81804	-206.09
81838	-211.433
81872	-209.12
81906	-204.796
81940	-208.503
81974	-202.664
82008	-205.056
82042	-198.201
82076	-200.139
82110	-197.524
82144	-193.42
82178	-182.498
82212	-178.634
82246	-179.476
82280	-188.551
82314	-204.387
82348	-182.684
82382	-189.535
82416	-196.425
82450	-197.228
82484	-188.116
82518	-196.867
82552	-183.153
82586	-177.205
82620	-190.322
82654	-182.369
82688	-182.38
82722	-182.471
82756	-191.999
82790	-189.741
82824	-199.958
82858	-200.882
82892	-206.939
82926	-197.182
82960	-204.106
82994	-198.69
83028	-204.946
83062	-185.78
83096	-196.17
83130	-199.329
83164	-191.774
83198	-198.911
83232	-202.455
83266	-198.293
83300	-198.989
83334	-198.681
83368	-197.209
83402	-200.878
83436	-202.758
83470	-192.149
83504	-198.745
83538	-191.935
83572	-194.39
83606	-194.529
83640	-197.017
83674	-202.88
83708	-204.794
83742	-202.411
83776	-199.52
83810	-208.287
83844	-194.438
83878	-203.054
83912	-200.836
83946	-205.187
83980	-200.151
84014	-203.93
84048	-205.704
84082	-203.708
84116	-201.762
84150	-189.627
84184	-195.481
84218	-198.799
84252	-200.232
84286	-206.355
84320	-207.574
84354	-206.742
84388	-210.55
84422	-208.032
84456	-207.132
84490	-206.026
84524	-207.494
84558	-202.612
84592	-207.312
84626	-203.485
84660	-208.353
84694	-207.314
84728	-206.521
84762	-200.309
84796	-204.414
84830	-193.826
84864	-194.611
84898	-191.836
84932	-189.903
84966	-201.504
85000	-193.619
85034	-195.452
85068	-199.086
85102	-202.076
85136	-196.546
85170	-200.385
85204	-209.383
85238	-199.316
85272	-205.002
85306	-201.407
85340	-208.753
85374	-208.507
85408	-210.06
85442	-213.126
85476	-211.811
85510	-205.672
85544	-202.946
85578	-200.028
85612	-194.71
85646	-202.711
85680	-187.901
85714	-197.757
85748	-189.354
85782	-192.839
85816	-183.481
85850	-182.885
85884	-184.583
85918	-179.664
85952	-191.544
85986	-193.852
86020	-185.485
86054	-188.076
86088	-183.521
86122	-188.786
86156	-179.735
86190	-188.752
86224	-186.428
86258	-190.975
86292	-204.969
86326	-189.228
86360	-191.782
86394	-195.206
86428	-189.87
86462	-201.851
86496	-205.794
86530	-200.884
86564	-198.073
86598	-198.677
86632	-183.731
86666	-187.384
86700	-193.041
86734	-191.748
86768	-191.462
86802	-191.42
86836	-192.53
86870	-185.44
86904	-184.757
86938	-193.934
86972	-195.543
87006	-191.973
87040	-197.96
87074	-200.148
87108	-198.798
87142	-203.761
87176	-205.293
87210	-203.083
87244	-195.753
87278	-196.556
87312	-205.744
87346	-200.084
87380	-200.866
87414	-201.844
87448	-203.481
87482	-204.573
87516	-202.79
87550	-206.914
87584	-208.467
87618	-208.244
87652	-211.271
87686	-212.457
87720	-205.585
87754	-207.702
87788	-210.548
87822	-208.589
87856	-209.415
87890	-207.239
87924	-199.514
87958	-199.555
87992	-196.357
88026	-195.845
88060	-193.644
88094	-199.214
88128	-198.615
88162	-196.564
88196	-196.068
88230	-196.643
88264	-198.338
88298	-209.284
88332	-210.904
88366	-207.19
88400	-212.668
88434	-206.553
88468	-205.71
88502	-202.15
88536	-199.711
88570	-205.031
88604	-190.592
88638	-202.161
88672	-203.99
88706	-208.192
88740	-211.232
88774	-205.28
88808	-206.677
88842	-202.339
88876	-199.544
88910	-199.06
88944	-203.425
88978	-201.417
89012	-198.514
89046	-193.974
89080	-198.052
89114	-197.595
89148	-202.375
89182	-199.814
89216	-204.514
89250	-205.566
89284	-195.849
89318	-200.255
89352	-197.504
89386	-198.705
89420	-200.222
89454	-198.718
89488	-198.76
89522	-200.677
89556	-203.026
89590	-194.368
89624	-204.586
89658	-209.321
89692	-206.801
89726	-207.945
89760	-212.277
89794	-208.875
89828	-205.812
89862	-204.363
89896	-204.026
89930	-204.506
89964	-208.223
89998	-207.525
90032	-205.629
90066	-204.863
90100	-202.547
90134	-203.758
90168	-191.649
90202	-194.132
90236	-200.303
90270	-198.934
90304	-190.195
90338	-193.481
90372	-194.865
90406	-194.467
90440	-191.907
90474	-194.837
90508	-195.448
90542	-198.753
90576	-193.761
90610	-188.959
90644	-184.965
90678	-194.5
90712	-193.515
90746	-211.865
90780	-199.514
90814	-192.392
90848	-191.445
90882	-199.771
90916	-194.66
90950	-191.666
90984	-207.234
91018	-193.447
91052	-196.931
91086	-197.847
91120	-197.984
91154	-198.195
91188	-194.398
91222	-209.676
91256	-210.526
91290	-207.905
91324	-206.776
91358	-204.356
91392	-209.849
91426	-207.851
91460	-210.976
91494	-205.897
91528	-200.633
91562	-200.952
91596	-197.059
91630	-209.05
91664	-200.412
91698	-202.352
91732	-197.756
91766	-206.827
91800	-203.339
91834	-202.248
91868	-196.51
91902	-200.855
91936	-192.516
91970	-200.904
92004	-193.57
92038	-197.099
92072	-199.889
92106	-203.269
92140	-207.526
92174	-200.822
92208	-200.969
92242	-199.29
92276	-201.14
92310	-208.57
92344	-208.464
92378	-207.056
92412	-209.613
92446	-210.985
92480	-209.733
92514	-210.322
92548	-209.708
92582	-207.253
92616	-203.093
92650	-204.755
92684	-206.455
92718	-204.756
92752	-207.429
92786	-206.359
92820	-205.28
92854	-207.961
92888	-205.543
92922	-201.952
92956	-206.302
92990	-199.12
93024	-196.143
93058	-197.522
93092	-197.284
93126	-206.463
93160	-202.545
93194	-208.488
93228	-210.577
93262	-208.429
93296	-201.52
93330	-201.614
93364	-209.269
93398	-211.004
93432	-208.995
93466	-205.749
93500	-201.426
93534	-201.346
93568	-205.403
93602	-210.206
93636	-207.688
93670	-211.816
93704	-207.635
93738	-199.988
93772	-206.693
93806	-200.52
93840	-198.739
93874	-202.926
93908	-207.138
93942	-202.038
93976	-195.7
94010	-199.281
94044	-199.07
94078	-199.462
94112	-204.152
94146	-204.326
94180	-210.1
94214	-208.64
94248	-198.635
94282	-206.693
94316	-198.484
94350	-204.97
94384	-204.658
94418	-202.277
94452	-212.1
94486	-204.547
94520	-204.148
94554	-210.875
94588	-213.411
94622	-205.454
94656	-209.145
94690	-209.628
94724	-209.396
94758	-206.906
94792	-207.241
94826	-205.883
94860	-211.146
94894	-210.696
94928	-208.508
94962	-202.941
94996	-205.15
95030	-203.415
95064	-209.835
95098	-209.549
95132	-213.625
95166	-213.325
95200	-209.149
95234	-208.35
95268	-204.382
95302	-207.981
95336	-215.78
95370	-210.893
95404	-200.062
95438	-204.081
95472	-211.096
95506	-210.725
95540	-204.654
95574	-199.624
95608	-206.698
95642	-204.317
95676	-205.683
95710	-210.11
95744	-210.739
95778	-206.541
95812	-208.332
95846	-189.339
95880	-190.547
95914	-193.245
95948	-200.378
95982	-194.463
96016	-204.415
96050	-192.362
96084	-200.928
96118	-202.229
96152	-205.062
96186	-206.522
96220	-198.537
96254	-200.996
96288	-203.704
96322	-206.76
96356	-207.92
96390	-206.398
96424	-203.064
96458	-203.119
96492	-204.557
96526	-206.901
96560	-209.602
96594	-209.52
96628	-211.771
96662	-206.773
96696	-206.852
96730	-199.287
96764	-188.415
96798	-190.903
96832	-192.355
96866	-190.48
96900	-198.952
96934	-191.002
96968	-205.778
97002	-212.251
97036	-211.011
97070	-208.933
97104	-202.684
97138	-205.593
97172	-206.351
97206	-207.039
97240	-201.849
97274	-205.405
97308	-206.589
97342	-200.937
97376	-209.634
97410	-205.958
97444	-203.159
97478	-203.084
97512	-208.526
97546	-207.634
97580	-209.993
97614	-198.845
97648	-199.798
97682	-206.948
97716	-202.763
97750	-211.619
97784	-207.735
97818	-208.985
97852	-207.661
97886	-201.911
97920	-203.785
97954	-211.633
97988	-214.264
98022	-202.483
98056	-203.18
98090	-200.211
98124	-203.246
98158	-205.301
98192	-203.215
98226	-202.605
98260	-204.606
98294	-205.232
98328	-205.14
98362	-201.298
98396	-204.336
98430	-194.115
98464	-206.033
98498	-206.898
98532	-206.286
98566	-211.93
98600	-210.163
98634	-202.954
98668	-201.705
98702	-203.725
98736	-207.78
98770	-206.014
98804	-207.206
98838	-205.813
98872	-201.364
98906	-206.72
98940	-203.26
98974	-203.206
99008	-202.145
99042	-204.273
99076	-203.821
99110	-205.8
99144	-207.177
99178	-209.439
99212	-206.838
99246	-205.032
99280	-199.569
99314	-188.677
99348	-189.541
99382	-179.949
99416	-174.814
99450	-199.69
99484	-199.393
99518	-202.207
99552	-205.713
99586	-206.063
99620	-206.709
99654	-199.085
99688	-204.942
99722	-195.308
99756	-188.523
99790	-192.966
99824	-201.873
99858	-203.522
99892	-198.292
99926	-196.036
99960	-196.914
99994	-186.418
100028	-186.481
100062	-183.983
100096	-187.27
100130	-197.43
100164	-187.183
100198	-197.696
100232	-208.897
100266	-200.421
100300	-195.994
100334	-207.242
100368	-209.765
100402	-213.324
100436	-212.342
100470	-202.005
100504	-205.2
100538	-203.003
100572	-209.403
100606	-208.944
100640	-203.635
100674	-203.844
100708	-202.288
100742	-201.679
100776	-206.912
100810	-200.005
100844	-191.603
100878	-195.738
100912	-192.299
100946	-192.492
100980	-191.202
101014	-192.611
101048	-192.81
101082	-189.502
101116	-201.115
101150	-195.325
101184	-188.396
101218	-202.679
101252	-210.886
101286	-202.012
101320	-200.162
101354	-202.171
101388	-191
101422	-192.411
101456	-207.385
101490	-203.119
101524	-200.959
101558	-203.525
101592	-203.401
101626	-206.267
101660	-207.338
101694	-206.433
101728	-207.676
101762	-206.581
101796	-196.077
101830	-201.774
101864	-201.399
101898	-196.404
101932	-197.482
101966	-191.38
102000	-189.099
102034	-188.789
102068	-194.278
102102	-187.794
102136	-201.321
102170	-197.307
102204	-188.758
102238	-196.777
102272	-188.683
102306	-187.354
102340	-189.61
102374	-189.239
102408	-190.187
102442	-187.354
102476	-194.148
102510	-194.524
102544	-189.418
102578	-178.498
102612	-191.331
102646	-190.228
102680	-186.595
102714	-189.087
102748	-184.601
102782	-185.083
102816	-183.546
102850	-191.475
102884	-194.388
102918	-193.811
102952	-199.667
102986	-197.097
103020	-207.459
103054	-198.311
103088	-191.593
103122	-204.045
103156	-207.336
103190	-206.415
103224	-207.385
103258	-200.985
103292	-200.722
103326	-198.215
103360	-207.136
103394	-212.255
103428	-204.928
103462	-203.27
103496	-209.267
103530	-205.682
103564	-209.321
103598	-210.914
103632	-204.435
103666	-212.14
103700	-214.481
103734	-213.744
103768	-208.131
103802	-201.795
103836	-201.128
103870	-206.135
103904	-204.998
103938	-203.474
103972	-208.673
104006	-206.902
104040	-208.145
104074	-213.947
104108	-212.387
104142	-210.782
104176	-214.451
104210	-212.235
104244	-213.709
104278	-212.816
104312	-211.572
104346	-212.165
104380	-207.597
104414	-212.533
104448	-209.476
104482	-210.331
104516	-210.996
104550	-204.356
104584	-209.354
104618	-207.193
104652	-209.79
104686	-203.763
104720	-203.082
104754	-204.148
104788	-195.654
104822	-197.393
104856	-198.59
104890	-201.511
104924	-209.499
104958	-208.204
104992	-208.529
105026	-209.227
105060	-211.653
105094	-213.617
105128	-210.357
105162	-211.262
105196	-211.671
105230	-210.198
105264	-211.801
105298	-204.578
105332	-214.658
105366	-215.46
105400	-210.242
105434	-208.428
105468	-207.111
105502	-202.913
105536	-193.946
105570	-197.53
105604	-190.431
105638	-191.673
105672	-190.047
105706	-183.687
105740	-180.621
105774	-186.617
105808	-179.163
105842	-190.116
105876	-183.346
105910	-181.59
105944	-190.58
105978	-189.377
106012	-183.423
106046	-191.198
106080	-195.503
106114	-192.942
106148	-192.253
106182	-200.563
106216	-181.551
106250	-183.289
106284	-204.855
106318	-211.2
106352	-207.411
106386	-202.536
106420	-205.258
106454	-198.859
106488	-192.41
106522	-196.575
106556	-199.935
106590	-193.167
106624	-198.373
106658	-197.278
106692	-194.04
106726	-195.035
106760	-201.813
106794	-181.421
106828	-185.103
106862	-185.303
106896	-194.681
106930	-189.909
106964	-173.578
106998	-172.623
107032	-177.087
107066	-169.549
107100	-167.714
107134	-182.093
107168	-179.449
107202	-177.7
107236	-194.25
107270	-190.761
107304	-197.235
107338	-188.915
107372	-202.736
107406	-203.377
107440	-191.71
107474	-189.55
107508	-194.372
107542	-199.236
107576	-194.452
107610	-194.782
107644	-188.915
107678	-198.1
107712	-202.78
107746	-198.867
107780	-208.327
107814	-206.076
107848	-198.181
107882	-189.879
107916	-191.344
107950	-195.614
107984	-198.392
108018	-208.258
108052	-202.798
108086	-206.878
108120	-197.368
108154	-201.087
108188	-186.988
108222	-198.19
108256	-211.317
108290	-205.949
108324	-199.709
108358	-200.135
108392	-202.597
108426	-195.887
108460	-191.703
108494	-196.904
108528	-187.321
108562	-201.802
108596	-198.544
108630	-211.117
108664	-209.774
108698	-213.775
108732	-208.567
108766	-206.258
108800	-209.111
108834	-209.496
108868	-206.066
108902	-203.277
108936	-194.887
108970	-198.953
109004	-199.702
109038	-198.187
109072	-205.057
109106	-209.131
109140	-210.874
109174	-209.966
109208	-213.332
109242	-211.801
109276	-208.184
109310	-204.055
109344	-209.456
109378	-207.661
109412	-205.593
109446	-207.135
109480	-203.914
109514	-200.847
109548	-209.34
109582	-212.063
109616	-212.567
109650	-208.869
109684	-207.746
109718	-201.095
109752	-199.507
109786	-199.865
109820	-199.23
109854	-205.431
109888	-194.718
109922	-199.567
109956	-198.704
109990	-198.814
110024	-205.292
110058	-204.754
110092	-196.365
110126	-197.666
110160	-201.656
110194	-210.517
110228	-209.916
110262	-205.724
110296	-203.58
110330	-199.179
110364	-191.432
110398	-189.967
110432	-188.031
110466	-196.544
110500	-192.918
110534	-194.36
110568	-197.05
110602	-193.043
110636	-192.909
110670	-192.163
110704	-189.656
110738	-191.587
110772	-208.016
110806	-197.203
110840	-194.339
110874	-190.618
110908	-197.821
110942	-202.287
110976	-200.92
111010	-203.67
111044	-206.067
111078	-202.258
111112	-209.03
111146	-208.951
111180	-200.283
111214	-207.109
111248	-201.862
111282	-209.308
111316	-211.299
111350	-212.002
111384	-208.739
111418	-210.185
111452	-202.239
111486	-196.08
111520	-200.015
111554	-186.169
111588	-190.822
111622	-191.831
111656	-194.293
111690	-194.695
111724	-202.505
111758	-198.875
111792	-207.539
111826	-205.741
111860	-204.182
111894	-205.99
111928	-205.31
111962	-210.593
111996	-215.591
112030	-213.427
112064	-206.667
112098	-201.685
112132	-206.36
112166	-208.157
112200	-205.935
112234	-211.627
112268	-206.818
112302	-210.447
112336	-199.39
112370	-197.415
112404	-199.303
112438	-198.713
112472	-186.142
112506	-186.295
112540	-171.9
112574	-175.681
112608	-183.422
112642	-181.242
112676	-170.008
112710	-175.981
112744	-177.556
112778	-185.16
112812	-186.192
112846	-189.444
112880	-188.629
112914	-190.38
112948	-187.58
112982	-187.013
113016	-175.417
113050	-180.739
113084	-181.554
113118	-195.735
113152	-196.303
113186	-198.247
113220	-199.608
113254	-199.399
113288	-201.665
113322	-200.894
113356	-202.733
113390	-205.857
113424	-199.508
113458	-199.178
113492	-201.194
113526	-199.615
113560	-201.495
113594	-202.072
113628	-202.763
113662	-206.742
113696	-204.953
113730	-201.433
113764	-200.413
113798	-202.27
113832	-202.54
113866	-199.366
113900	-199.055
113934	-202.778
113968	-189.456
114002	-191.953
114036	-198.115
114070	-197.502
114104	-198.388
114138	-195.952
114172	-196.157
114206	-201.904
114240	-205.606
114274	-186.365
114308	-186.544
114342	-183.353
114376	-198.514
114410	-189.492
114444	-190.064
114478	-199.814
114512	-187.641
114546	-198.859
114580	-201.91
114614	-201.12
114648	-207.957
114682	-204.817
114716	-197.443
114750	-182.64
114784	-189.722
114818	-192.902
114852	-195.725
114886	-197.234
114920	-191.667
114954	-190.679
114988	-193.682
115022	-193.575
115056	-194.997
115090	-206.346
115124	-212.317
115158	-201.201
115192	-191.582
115226	-208.813
115260	-197.698
115294	-195.693
115328	-186.613
115362	-190.739
115396	-192.132
115430	-191.474
115464	-191.809
115498	-193.436
115532	-188.379
115566	-193.33
115600	-196.585
115634	-191.99
115668	-191.756
115702	-199.341
115736	-197.93
115770	-198.614
115804	-199.316
115838	-199.925
115872	-205.882
115906	-203.315
115940	-197.199
115974	-201.555
116008	-198.505
116042	-201.221
116076	-192.84
116110	-197.543
116144	-198.499
116178	-195.296
116212	-195.609
116246	-198.147
116280	-204.514
116314	-203.519
116348	-206.664
116382	-199.838
116416	-210.373
116450	-210.7
116484	-210.774
116518	-199.906
116552	-198.418
116586	-195.358
116620	-196.356
116654	-192.727
116688	-193.109
116722	-188.57
116756	-204.662
116790	-197.479
116824	-201.402
116858	-198.666
116892	-201.279
116926	-197.331
116960	-186.642
116994	-199.828
117028	-201.762
117062	-201.929
117096	-198.428
117130	-200.506
117164	-196.947
117198	-196.047
117232	-197.43
117266	-193.589
117300	-195.216
117334	-189.892
117368	-191.523
117402	-202.057
117436	-204.459
117470	-200.969
117504	-201.558
117538	-203.183
117572	-185.762
117606	-186.804
117640	-193.938
117674	-203.852
117708	-205.062
117742	-199.765
117776	-202.733
117810	-199.927
117844	-189.451
117878	-199.725
117912	-205.022
117946	-201.318
117980	-198.6
118014	-194.559
118048	-200.037
118082	-192.027
118116	-202.477
118150	-197.703
118184	-189.663
118218	-206.733
118252	-205.658
118286	-198.797
118320	-207.13
118354	-198.537
118388	-191.521
118422	-199.64
118456	-193.245
118490	-193.057
118524	-197.094
118558	-197.726
118592	-200.597
118626	-194.476
118660	-204.13
118694	-198.302
118728	-198.107
118762	-198.357
118796	-198.913
118830	-182.666
118864	-178.838
118898	-179.246
118932	-198.84
